Date,Open,High,Low,Close,Adj Close,Volume
2013-01-01,326.500000,343.000000,316.500000,338.000000,163.196640,63531000
2013-02-01,340.000000,363.000000,336.000000,360.000000,173.818909,40596000
2013-03-01,360.000000,382.000000,343.000000,357.500000,172.611832,74000000
2013-04-01,358.000000,358.000000,304.500000,343.500000,165.852203,87656000
2013-05-01,343.500000,358.500000,328.000000,330.500000,159.575424,53975000
2013-06-01,327.000000,331.500000,256.000000,258.000000,124.570206,128527000
2013-07-01,259.000000,279.000000,251.500000,262.000000,126.501534,143669000
2013-08-01,258.500000,259.000000,217.500000,238.500000,115.155029,105071000
2013-09-01,238.500000,246.000000,231.000000,235.500000,123.296661,48863000
2013-10-01,235.000000,236.500000,204.000000,225.000000,117.799347,90963000
2013-11-01,228.500000,262.000000,222.000000,260.500000,136.385483,90213000
2013-12-01,261.500000,278.500000,256.000000,268.000000,140.312103,75222000
2014-01-01,268.000000,295.000000,267.000000,282.000000,147.641861,61395000
2014-02-01,282.000000,302.000000,270.000000,291.500000,152.615601,62581000
2014-03-01,291.000000,304.000000,283.000000,301.500000,157.851135,64231000
2014-04-01,302.000000,339.000000,300.000000,312.000000,163.348450,75307000
2014-05-01,312.000000,336.500000,289.000000,331.000000,173.295944,81455000
2014-06-01,331.000000,333.500000,319.000000,333.000000,174.343033,39290000
2014-07-01,333.000000,352.500000,313.000000,320.000000,167.536835,59722000
2014-08-01,320.000000,328.000000,287.000000,313.000000,163.871979,57566000
2014-09-01,314.500000,318.000000,280.000000,290.000000,162.074890,43785000
2014-10-01,288.000000,310.000000,285.000000,310.000000,173.252441,54519000
2014-11-01,312.000000,338.000000,301.000000,337.000000,188.342194,58010000
2014-12-01,335.000000,358.000000,331.000000,346.500000,193.651520,48475000
2015-01-01,346.500000,359.000000,313.000000,332.500000,185.827240,60883000
2015-02-01,334.000000,336.500000,320.000000,326.500000,182.473938,32581000
2015-03-01,330.500000,330.500000,310.000000,315.000000,176.046844,50958000
2015-04-01,315.000000,343.000000,311.000000,325.500000,181.915085,37487000
2015-05-01,325.500000,335.000000,297.500000,302.000000,168.781418,45339000
2015-06-01,300.000000,305.000000,284.500000,300.500000,167.943100,41764000
2015-07-01,303.500000,306.000000,267.500000,285.000000,159.280487,51060000
2015-08-01,281.000000,296.000000,243.500000,296.000000,165.428162,54835000
2015-09-01,294.000000,299.500000,275.000000,282.500000,168.450272,35024000
2015-10-01,282.500000,309.500000,279.000000,291.000000,173.518692,33980000
2015-11-01,289.000000,305.000000,269.000000,270.000000,160.996719,29088000
2015-12-01,273.000000,280.000000,261.500000,272.000000,162.189301,30681000
2016-01-01,272.000000,277.500000,260.500000,268.500000,160.102295,32565000
2016-02-01,270.000000,277.000000,266.000000,273.500000,163.083710,14998000
2016-03-01,270.000000,291.500000,270.000000,289.000000,172.326096,29809000
2016-04-01,286.000000,290.000000,280.500000,283.500000,169.046539,22619000
2016-05-01,283.500000,284.000000,252.000000,280.000000,166.959564,30555000
2016-06-01,280.000000,316.000000,260.000000,265.500000,158.313431,29021000
2016-07-01,265.500000,286.500000,264.000000,277.500000,165.468842,30761000
2016-08-01,280.000000,284.000000,263.000000,268.500000,160.102295,28094000
2016-09-01,268.000000,284.500000,267.000000,280.500000,176.636642,18745000
2016-10-01,282.500000,284.500000,276.000000,276.500000,174.117752,13608000
2016-11-01,275.500000,280.000000,261.000000,264.000000,166.246246,21154000
2016-12-01,264.000000,268.000000,261.000000,265.000000,166.875961,23267000
2017-01-01,265.000000,277.000000,265.000000,273.000000,171.913742,10292000
2017-02-01,273.000000,280.000000,262.000000,277.500000,174.747467,23739000
2017-03-01,279.500000,300.000000,274.500000,300.000000,188.916183,34155000
2017-04-01,300.000000,308.000000,283.500000,296.500000,186.712173,22475000
2017-05-01,296.500000,303.000000,279.000000,285.000000,179.470367,28559000
2017-06-01,287.000000,292.000000,280.000000,287.500000,181.044678,22573000
2017-07-01,287.500000,296.000000,279.500000,281.000000,176.951508,25014000
2017-08-01,282.000000,285.000000,241.000000,250.000000,157.430161,44050209
2017-09-01,251.500000,257.500000,244.000000,249.500000,167.251785,29072776
2017-10-01,248.000000,262.500000,243.000000,261.000000,174.960785,21684634
2017-11-01,261.000000,278.000000,254.000000,276.000000,185.015991,32682424
2017-12-01,273.500000,281.500000,265.000000,279.500000,187.362198,19125460
2018-01-01,279.500000,284.000000,258.500000,281.000000,188.367737,31418764
2018-02-01,279.000000,283.000000,265.000000,277.000000,185.686310,26526226
2018-03-01,272.500000,301.500000,262.000000,276.000000,185.015991,24939731
2018-04-01,277.000000,282.000000,272.000000,278.000000,186.356689,18566766
2018-05-01,278.000000,280.500000,271.500000,271.500000,181.999420,29947856
2018-06-01,272.000000,283.000000,272.000000,278.500000,186.691864,25919314
2018-07-01,276.000000,277.500000,251.000000,263.500000,176.636642,37873563
2018-08-01,264.500000,271.000000,239.500000,261.500000,185.487564,32888463
2018-09-01,262.500000,264.000000,248.500000,264.000000,187.260880,18166654
2018-10-01,267.000000,269.000000,223.500000,229.000000,162.434601,31861791
2018-11-01,228.500000,238.500000,203.000000,218.000000,154.632095,35515207
2018-12-01,220.000000,226.000000,195.500000,201.500000,142.928284,25946824
2019-01-01,201.500000,236.000000,199.500000,236.000000,167.399857,23974949
2019-02-01,236.000000,241.000000,219.500000,219.500000,155.696075,16387269
2019-03-01,219.500000,228.500000,215.500000,223.000000,158.178696,19472314
2019-04-01,223.500000,241.000000,222.500000,236.000000,167.399857,18466706
2019-05-01,236.000000,241.000000,212.000000,217.000000,153.922760,23256407
2019-06-01,216.500000,229.000000,214.000000,223.000000,158.178696,15825658
2019-07-01,225.500000,232.000000,213.000000,222.000000,157.469376,32023362
2019-08-01,216.500000,218.000000,196.500000,204.000000,154.703995,27109048
2019-09-01,204.000000,214.000000,202.500000,206.500000,156.599869,18463821
2019-10-01,200.500000,212.500000,196.500000,206.500000,156.599869,29830925
2019-11-01,208.000000,243.000000,207.500000,230.500000,174.800354,46379295
2019-12-01,230.000000,239.500000,227.000000,231.500000,175.558701,24531998
2020-01-01,231.500000,239.000000,219.000000,224.000000,169.871048,18075310
2020-02-01,220.000000,233.000000,206.000000,206.000000,156.220703,22716239
2020-03-01,201.500000,207.000000,167.000000,204.500000,155.083176,72279645
2020-04-01,202.000000,203.500000,190.500000,202.500000,153.566483,42094860
2020-05-01,202.500000,213.000000,195.000000,210.500000,159.633301,45375107
2020-06-01,212.000000,249.000000,209.500000,216.000000,163.804245,81731411
2020-07-01,216.500000,228.000000,213.000000,216.500000,174.069733,57299104
2020-08-01,215.500000,259.500000,212.500000,243.000000,195.376175,91712997
2020-09-01,243.000000,260.000000,241.000000,253.500000,203.818359,53319541
2020-10-01,253.500000,258.500000,236.000000,242.500000,194.974167,48201220
2020-11-01,242.500000,255.000000,238.500000,249.000000,200.200287,71038744
2020-12-01,249.500000,265.000000,247.000000,250.500000,201.406311,56837770
2021-01-01,250.500000,295.000000,250.000000,286.500000,230.350922,93112822
2021-02-01,285.000000,311.000000,280.500000,304.000000,244.421219,54351088
2021-03-01,304.000000,386.000000,304.000000,372.500000,299.496399,136189651
2021-04-01,374.000000,398.000000,365.000000,376.000000,302.310455,71482301
2021-05-01,372.500000,428.000000,335.000000,395.000000,317.586792,144781660
2021-06-01,399.000000,404.500000,365.000000,371.500000,298.692383,75844599
2021-07-01,370.500000,382.500000,351.000000,351.000000,282.210052,78699311
2021-08-01,315.000000,329.500000,307.000000,324.000000,260.501587,74576937
2021-09-01,322.000000,341.000000,313.500000,325.500000,282.644196,42849753
2021-10-01,325.000000,359.500000,319.000000,353.000000,306.523529,51361673
2021-11-01,354.000000,378.000000,351.500000,352.500000,306.089355,61690828
2021-12-01,356.000000,377.000000,355.000000,376.000000,326.495300,46360286
2022-01-01,377.000000,385.000000,355.000000,359.500000,312.167725,45569062
2022-02-01,361.000000,381.500000,359.500000,371.500000,322.587799,26754227
2022-03-01,369.500000,384.500000,355.000000,373.500000,324.324463,90611585
2022-04-01,371.000000,373.500000,348.500000,357.000000,309.996887,45255710
2022-05-01,355.500000,366.500000,321.500000,341.500000,296.537628,58436185
2022-06-01,342.500000,346.000000,308.500000,310.500000,269.619141,57704769
2022-07-01,311.000000,327.000000,277.000000,281.500000,244.437317,71348241
2022-08-01,281.000000,284.000000,248.000000,255.000000,255.000000,85138845
2022-09-01,253.500000,261.000000,231.500000,234.000000,234.000000,63960169
2022-10-01,228.500000,247.000000,223.500000,236.000000,236.000000,55226792
2022-11-01,236.000000,271.500000,229.500000,266.000000,266.000000,63037099
2022-12-01,270.000000,283.000000,261.500000,268.500000,268.500000,69152509
2023-01-01,267.000000,280.500000,263.500000,272.000000,272.000000,20905266
2023-02-01,274.500000,280.000000,270.000000,279.500000,279.500000,21478336
