"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"29/10/2021","7.383,72","7.276,51","7.383,81","7.234,50","156,69K","1,61%"
"28/10/2021","7.266,86","7.395,49","7.421,85","7.253,10","164,18K","-2,24%"
"27/10/2021","7.433,65","7.490,69","7.501,38","7.408,58","160,31K","-1,00%"
"26/10/2021","7.508,76","7.547,75","7.583,13","7.492,39","159,65K","-0,30%"
"25/10/2021","7.531,62","7.438,43","7.531,62","7.417,20","148,62K","1,23%"
"22/10/2021","7.439,90","7.506,87","7.530,58","7.436,15","165,73K","-0,83%"
"21/10/2021","7.502,39","7.520,93","7.548,82","7.481,44","156,43K","-0,29%"
"20/10/2021","7.524,26","7.467,34","7.560,70","7.456,81","154,04K","0,27%"
"19/10/2021","7.503,91","7.420,48","7.506,09","7.408,12","151,04K","1,01%"
"18/10/2021","7.428,94","7.344,57","7.428,94","7.322,70","143,24K","1,06%"
"15/10/2021","7.351,11","7.321,58","7.374,34","7.288,28","143,53K","0,11%"
"14/10/2021","7.343,06","7.276,51","7.362,46","7.256,98","127,36K","0,74%"
"13/10/2021","7.289,11","7.213,00","7.297,24","7.147,09","129,65K","1,16%"
"12/10/2021","7.205,25","7.366,16","7.376,46","7.125,57","154,95K","-2,43%"
"11/10/2021","7.384,52","7.441,62","7.442,35","7.347,09","148,86K","-0,57%"
"08/10/2021","7.426,96","7.501,24","7.513,76","7.382,11","157,67K","0,29%"
"30/09/2021","7.405,68","7.237,54","7.411,28","7.237,54","144,14K","2,84%"
"29/09/2021","7.201,06","7.409,96","7.413,42","7.200,71","170,67K","-3,59%"
"28/09/2021","7.468,92","7.428,41","7.496,30","7.409,37","156,17K","0,03%"
"27/09/2021","7.467,02","7.717,10","7.732,82","7.399,81","211,45K","-2,97%"
"24/09/2021","7.695,23","7.799,92","7.806,58","7.685,17","204,34K","-1,44%"
"23/09/2021","7.807,59","7.818,73","7.850,16","7.792,59","210,23K","0,50%"
"22/09/2021","7.769,06","7.640,47","7.774,50","7.634,04","182,73K","0,50%"
"17/09/2021","7.730,22","7.740,56","7.786,19","7.575,08","214,24K","-0,32%"
"16/09/2021","7.754,95","7.974,08","7.992,87","7.749,88","236,67K","-2,73%"
"15/09/2021","7.972,23","7.900,69","7.988,37","7.862,31","213,45K","0,70%"
"14/09/2021","7.916,90","7.927,89","8.042,52","7.895,45","243,23K","-0,38%"
"13/09/2021","7.947,48","7.941,21","7.955,98","7.875,00","230,69K","0,19%"
"10/09/2021","7.932,65","7.897,33","7.954,48","7.833,58","240,02K","0,41%"
"09/09/2021","7.900,24","7.888,83","7.922,31","7.835,15","238,20K","0,08%"
"08/09/2021","7.894,25","7.886,27","7.910,79","7.854,89","254,32K","0,20%"
"07/09/2021","7.878,35","7.735,22","7.881,87","7.718,59","228,56K","1,85%"
"06/09/2021","7.735,10","7.625,74","7.735,55","7.552,95","227,95K","1,37%"
"03/09/2021","7.630,84","7.696,46","7.766,31","7.561,23","267,05K","-0,78%"
"02/09/2021","7.690,86","7.572,05","7.703,72","7.568,44","226,09K","1,10%"
"01/09/2021","7.606,87","7.738,27","7.742,21","7.495,76","267,72K","-1,57%"
"31/08/2021","7.728,42","7.714,17","7.728,42","7.636,80","235,46K","0,01%"
"30/08/2021","7.727,75","7.701,42","7.792,52","7.687,45","236,84K","0,62%"
"27/08/2021","7.680,08","7.634,93","7.686,34","7.584,28","212,89K","0,14%"
"26/08/2021","7.669,53","7.754,68","7.771,85","7.662,38","228,22K","-1,29%"
"25/08/2021","7.769,63","7.707,09","7.769,70","7.664,29","206,40K","0,71%"
"24/08/2021","7.715,07","7.654,19","7.737,60","7.614,94","212,66K","0,82%"
"23/08/2021","7.652,56","7.501,41","7.668,89","7.501,41","201,49K","2,48%"
"20/08/2021","7.467,36","7.438,70","7.505,46","7.354,54","176,82K","-0,02%"
"19/08/2021","7.468,77","7.387,44","7.511,19","7.330,61","182,89K","0,85%"
"18/08/2021","7.405,49","7.352,97","7.454,03","7.339,07","178,94K","0,62%"
"17/08/2021","7.360,03","7.559,30","7.578,42","7.338,17","207,43K","-2,75%"
"16/08/2021","7.568,14","7.628,16","7.633,66","7.546,65","201,57K","-0,97%"
"13/08/2021","7.641,92","7.635,49","7.724,44","7.605,86","208,01K","-0,20%"
"12/08/2021","7.657,53","7.595,26","7.677,73","7.589,44","210,25K","0,68%"
"11/08/2021","7.605,92","7.538,82","7.611,65","7.498,58","196,35K","0,75%"
"10/08/2021","7.549,55","7.489,16","7.566,73","7.467,06","189,05K","0,57%"
"09/08/2021","7.507,08","7.459,35","7.509,33","7.386,31","181,11K","0,33%"
"06/08/2021","7.482,17","7.462,86","7.490,85","7.419,73","186,02K","0,46%"
"05/08/2021","7.447,94","7.454,28","7.494,33","7.402,65","198,83K","-0,40%"
"04/08/2021","7.478,21","7.295,57","7.478,21","7.295,57","186,33K","2,32%"
"03/08/2021","7.308,96","7.375,22","7.419,21","7.284,48","209,47K","-1,26%"
"02/08/2021","7.402,35","7.264,37","7.402,40","7.249,15","213,30K","1,93%"
"30/07/2021","7.262,38","7.209,04","7.278,98","7.155,22","202,92K","0,76%"
"29/07/2021","7.207,48","7.057,88","7.226,43","7.057,88","182,69K","3,77%"
"28/07/2021","6.945,51","7.019,05","7.058,51","6.750,58","197,28K","-2,09%"
"27/07/2021","7.093,87","7.298,33","7.373,09","7.093,87","221,93K","-2,64%"
"26/07/2021","7.286,15","7.368,13","7.394,87","7.141,00","212,86K","-1,27%"
"23/07/2021","7.379,79","7.442,62","7.473,14","7.348,31","219,22K","-0,90%"
"22/07/2021","7.446,48","7.405,65","7.447,03","7.349,38","203,73K","0,64%"
"21/07/2021","7.398,81","7.285,41","7.416,47","7.285,41","190,47K","2,01%"
"20/07/2021","7.253,28","7.145,54","7.253,37","7.137,89","163,15K","0,67%"
"19/07/2021","7.205,27","7.213,63","7.259,03","7.174,13","177,03K","-0,32%"
"16/07/2021","7.228,36","7.230,85","7.311,45","7.214,04","182,77K","-0,18%"
"15/07/2021","7.241,62","7.218,34","7.250,03","7.104,05","181,87K","-0,03%"
"14/07/2021","7.243,82","7.301,61","7.338,31","7.240,98","188,69K","-1,20%"
"13/07/2021","7.331,73","7.285,96","7.331,73","7.263,29","192,09K","0,65%"
"12/07/2021","7.284,23","7.184,09","7.301,10","7.171,04","192,47K","1,98%"
"09/07/2021","7.142,90","7.064,99","7.165,88","7.000,59","169,40K","0,61%"
"08/07/2021","7.099,41","7.102,67","7.138,76","7.082,39","174,04K","0,14%"
"07/07/2021","7.089,66","6.932,94","7.093,05","6.913,50","153,67K","1,58%"
"06/07/2021","6.979,06","7.013,99","7.045,19","6.885,09","162,14K","-0,39%"
"05/07/2021","7.006,70","6.930,26","7.006,72","6.930,26","150,76K","1,42%"
"02/07/2021","6.908,93","6.947,45","6.960,48","6.891,80","144,23K","-0,87%"
"01/07/2021","6.969,53","7.094,19","7.099,13","6.969,53","155,17K","-1,61%"
"30/06/2021","7.083,70","7.011,18","7.083,99","7.004,75","148,62K","1,13%"
"29/06/2021","7.004,30","7.068,40","7.082,07","6.999,75","155,95K","-0,84%"
"28/06/2021","7.063,47","7.007,43","7.081,05","7.005,93","152,11K","0,90%"
"25/06/2021","7.000,43","6.975,49","7.015,84","6.947,45","163,77K","0,37%"
"24/06/2021","6.974,64","7.045,05","7.045,05","6.969,55","162,06K","-1,02%"
"23/06/2021","7.046,17","6.997,41","7.060,40","6.978,77","162,65K","0,66%"
"22/06/2021","7.000,25","6.987,51","7.010,62","6.947,87","168,33K","0,46%"
"21/06/2021","6.968,30","6.844,34","6.970,57","6.833,66","157,87K","1,52%"
"18/06/2021","6.863,72","6.783,99","6.869,16","6.765,96","157,96K","1,12%"
"17/06/2021","6.787,67","6.669,67","6.790,71","6.669,67","148,48K","1,71%"
"16/06/2021","6.673,24","6.808,63","6.810,17","6.668,11","156,09K","-2,08%"
"15/06/2021","6.815,12","6.854,81","6.866,08","6.797,06","163,78K","-0,55%"
"11/06/2021","6.852,97","6.907,83","6.907,83","6.852,97","190,23K","-0,66%"
"10/06/2021","6.898,21","6.817,59","6.903,80","6.808,73","178,12K","1,10%"
"09/06/2021","6.823,41","6.807,48","6.834,04","6.783,35","159,07K","0,20%"
"08/06/2021","6.809,86","6.865,76","6.886,94","6.779,93","167,78K","-0,76%"
"07/06/2021","6.861,85","6.811,04","6.861,85","6.807,93","158,87K","1,12%"
"04/06/2021","6.785,80","6.725,82","6.803,78","6.718,76","159,61K","0,47%"
"03/06/2021","6.754,07","6.754,78","6.824,96","6.729,56","163,05K","-0,08%"
"02/06/2021","6.759,46","6.844,85","6.852,64","6.742,03","171,55K","-1,39%"
"01/06/2021","6.854,73","6.810,47","6.854,75","6.782,66","172,71K","0,59%"
"31/05/2021","6.814,36","6.712,75","6.814,36","6.712,75","161,89K","1,79%"
"28/05/2021","6.694,35","6.709,89","6.735,55","6.669,92","168,67K","-0,16%"
"27/05/2021","6.705,04","6.636,77","6.706,14","6.630,03","154,47K","0,91%"
"26/05/2021","6.644,75","6.618,18","6.666,21","6.609,91","155,72K","0,44%"
"25/05/2021","6.615,71","6.542,68","6.617,43","6.533,00","149,13K","1,19%"
"24/05/2021","6.537,86","6.480,55","6.537,86","6.471,42","138,11K","0,89%"
"21/05/2021","6.480,37","6.492,85","6.509,32","6.468,52","130,97K","-0,04%"
"20/05/2021","6.482,84","6.455,72","6.505,37","6.445,97","142,95K","-0,09%"
"19/05/2021","6.488,95","6.470,29","6.500,12","6.455,82","133,01K","0,03%"
"18/05/2021","6.486,82","6.451,07","6.486,92","6.431,24","129,05K","0,46%"
"17/05/2021","6.457,28","6.456,92","6.496,38","6.438,87","146,16K","-0,08%"
"14/05/2021","6.462,48","6.395,51","6.462,50","6.374,87","152,66K","1,37%"
"13/05/2021","6.375,01","6.365,00","6.432,63","6.354,25","153,00K","-0,71%"
"12/05/2021","6.420,34","6.321,98","6.420,34","6.311,91","138,85K","1,21%"
"11/05/2021","6.343,86","6.303,58","6.354,24","6.239,26","149,46K","0,08%"
"10/05/2021","6.338,57","6.330,15","6.351,32","6.300,86","150,52K","0,29%"
"07/05/2021","6.320,25","6.403,98","6.408,79","6.320,19","153,13K","-1,22%"
"06/05/2021","6.398,44","6.385,32","6.419,93","6.348,11","129,28K","0,26%"
"30/04/2021","6.382,14","6.389,17","6.397,27","6.348,90","130,03K","-0,36%"
"29/04/2021","6.405,10","6.419,04","6.441,85","6.394,38","120,93K","-0,50%"
"28/04/2021","6.437,25","6.395,02","6.437,27","6.366,01","121,92K","0,57%"
"27/04/2021","6.400,90","6.423,79","6.429,86","6.338,13","121,31K","-0,47%"
"26/04/2021","6.431,09","6.467,88","6.527,33","6.427,76","133,41K","-0,34%"
"23/04/2021","6.453,30","6.478,93","6.478,93","6.425,79","121,67K","-0,49%"
"22/04/2021","6.485,21","6.470,46","6.496,38","6.463,14","118,55K","0,43%"
"21/04/2021","6.457,71","6.425,34","6.470,81","6.408,04","119,48K","0,00%"
"20/04/2021","6.457,63","6.460,52","6.506,78","6.450,56","139,72K","-0,31%"
"19/04/2021","6.477,39","6.368,86","6.477,41","6.357,50","143,64K","1,70%"
"16/04/2021","6.368,85","6.295,53","6.379,97","6.295,53","135,27K","1,15%"
"15/04/2021","6.296,61","6.304,74","6.304,74","6.258,95","118,74K","-0,37%"
"14/04/2021","6.320,07","6.227,25","6.320,57","6.225,56","116,92K","1,43%"
"13/04/2021","6.231,14","6.252,71","6.282,97","6.216,19","122,87K","-0,52%"
"12/04/2021","6.263,40","6.398,51","6.402,33","6.251,49","132,05K","-2,13%"
"09/04/2021","6.399,52","6.399,15","6.410,39","6.378,33","122,69K","-0,07%"
"08/04/2021","6.404,13","6.411,03","6.435,28","6.387,91","136,74K","-0,29%"
"07/04/2021","6.422,76","6.419,99","6.422,77","6.372,25","125,14K","0,02%"
"06/04/2021","6.421,49","6.376,72","6.425,36","6.374,76","112,88K","0,95%"
"02/04/2021","6.361,25","6.354,71","6.383,46","6.337,98","115,19K","0,40%"
"01/04/2021","6.335,79","6.302,56","6.341,08","6.286,06","110,96K","0,67%"
"31/03/2021","6.293,39","6.289,60","6.298,79","6.252,40","109,81K","-0,13%"
"30/03/2021","6.301,58","6.313,48","6.316,64","6.268,25","127,03K","-0,40%"
"29/03/2021","6.326,61","6.323,94","6.364,42","6.309,89","126,45K","0,40%"
"26/03/2021","6.301,34","6.198,53","6.309,58","6.198,53","124,64K","1,79%"
"25/03/2021","6.190,71","6.172,40","6.233,69","6.130,25","125,39K","-0,09%"
"24/03/2021","6.196,27","6.249,23","6.286,85","6.183,20","137,99K","-1,47%"
"23/03/2021","6.289,00","6.364,82","6.372,66","6.259,80","148,31K","-1,11%"
"22/03/2021","6.359,60","6.256,52","6.359,67","6.253,62","136,10K","1,74%"
"19/03/2021","6.250,81","6.230,07","6.307,22","6.208,76","125,29K","-0,76%"
"18/03/2021","6.298,89","6.276,80","6.322,45","6.268,86","127,60K","0,34%"
"17/03/2021","6.277,58","6.225,52","6.283,60","6.184,06","125,51K","0,71%"
"16/03/2021","6.233,46","6.182,52","6.233,46","6.145,52","137,73K","0,90%"
"15/03/2021","6.177,74","6.204,82","6.238,20","6.130,40","133,60K","-0,69%"
"12/03/2021","6.220,48","6.231,69","6.234,34","6.155,70","137,68K","0,01%"
"11/03/2021","6.219,66","6.086,09","6.219,66","6.055,40","124,96K","2,33%"
"10/03/2021","6.078,24","6.192,15","6.208,77","6.069,91","117,96K","-0,78%"
"09/03/2021","6.126,28","6.314,35","6.321,02","6.035,91","161,75K","-3,18%"
"08/03/2021","6.327,65","6.496,21","6.529,87","6.327,65","156,81K","-1,99%"
"05/03/2021","6.456,28","6.369,23","6.484,30","6.366,47","139,91K","0,33%"
"04/03/2021","6.434,89","6.519,04","6.534,60","6.417,89","150,19K","-1,81%"
"03/03/2021","6.553,60","6.456,71","6.553,95","6.446,84","136,77K","1,34%"
"02/03/2021","6.466,63","6.518,32","6.518,99","6.423,95","136,22K","-0,44%"
"01/03/2021","6.495,16","6.362,94","6.495,19","6.362,94","128,96K","2,68%"
"26/02/2021","6.325,40","6.287,49","6.381,32","6.276,71","123,21K","-1,16%"
"25/02/2021","6.399,35","6.480,92","6.492,42","6.390,41","135,07K","-0,60%"
"24/02/2021","6.437,84","6.490,38","6.542,28","6.378,67","149,39K","-0,80%"
"23/02/2021","6.489,96","6.496,75","6.545,54","6.447,97","158,48K","-0,68%"
"22/02/2021","6.534,57","6.553,91","6.659,41","6.534,57","203,59K","0,11%"
"19/02/2021","6.527,65","6.395,58","6.527,90","6.374,58","155,49K","1,92%"
"18/02/2021","6.404,59","6.405,02","6.441,51","6.363,20","139,12K","1,61%"
"10/02/2021","6.303,31","6.265,41","6.316,79","6.236,35","105,45K","0,79%"
"09/02/2021","6.254,01","6.101,68","6.264,18","6.097,09","111,42K","2,71%"
"08/02/2021","6.088,82","6.056,91","6.122,32","6.000,96","103,58K","0,72%"
"05/02/2021","6.045,30","6.179,49","6.214,28","6.044,61","119,80K","-1,99%"
"04/02/2021","6.167,75","6.277,97","6.295,70","6.077,28","139,60K","-2,21%"
"03/02/2021","6.307,39","6.404,07","6.404,07","6.306,09","131,19K","-1,72%"
"02/02/2021","6.417,46","6.351,66","6.419,03","6.307,81","128,04K","1,13%"
"01/02/2021","6.345,81","6.282,03","6.347,17","6.280,37","131,09K","0,66%"
"29/01/2021","6.304,12","6.438,61","6.459,34","6.221,87","145,55K","-1,48%"
"28/01/2021","6.399,13","6.466,57","6.545,72","6.395,76","132,32K","-2,12%"
"27/01/2021","6.537,75","6.519,45","6.552,43","6.449,37","130,79K","0,06%"
"26/01/2021","6.534,10","6.630,36","6.645,81","6.525,38","142,07K","-1,85%"
"25/01/2021","6.657,27","6.710,80","6.728,45","6.631,69","166,13K","-0,96%"
"22/01/2021","6.721,92","6.736,01","6.737,55","6.671,29","158,67K","-0,34%"
"21/01/2021","6.745,11","6.670,18","6.770,87","6.669,41","159,36K","1,10%"
"20/01/2021","6.671,45","6.606,73","6.671,45","6.584,88","130,75K","0,87%"
"19/01/2021","6.614,07","6.647,95","6.677,41","6.602,78","155,03K","-0,57%"
"18/01/2021","6.652,10","6.515,58","6.655,05","6.511,00","137,39K","1,89%"
"15/01/2021","6.528,46","6.496,91","6.539,17","6.435,46","131,96K","0,33%"
"14/01/2021","6.506,83","6.488,75","6.557,26","6.414,74","147,20K","-0,10%"
"13/01/2021","6.513,64","6.567,60","6.567,60","6.471,78","162,13K","-0,78%"
"12/01/2021","6.564,74","6.453,01","6.566,14","6.433,22","140,37K","1,37%"
"11/01/2021","6.475,95","6.579,64","6.584,22","6.437,03","166,71K","-1,66%"
"08/01/2021","6.585,36","6.603,51","6.638,86","6.514,18","161,82K","-0,47%"
"07/01/2021","6.616,55","6.708,72","6.709,07","6.557,27","193,68K","-1,61%"
"06/01/2021","6.724,95","6.803,69","6.816,26","6.686,13","179,08K","-1,21%"
"05/01/2021","6.807,45","6.785,52","6.827,50","6.726,46","197,25K","0,13%"
"04/01/2021","6.798,76","6.671,93","6.809,43","6.662,80","183,21K","2,29%"
"31/12/2020","6.646,47","6.536,86","6.646,50","6.536,86","156,31K","1,83%"
"30/12/2020","6.526,88","6.469,89","6.549,38","6.465,39","150,30K","0,77%"
"29/12/2020","6.477,26","6.514,91","6.548,71","6.473,40","165,00K","-0,65%"
"28/12/2020","6.519,47","6.561,77","6.566,65","6.484,44","174,27K","-0,64%"
"25/12/2020","6.561,27","6.466,35","6.570,30","6.454,28","154,56K","1,00%"
"24/12/2020","6.496,33","6.591,79","6.596,59","6.484,41","160,89K","-1,59%"
"23/12/2020","6.601,24","6.552,27","6.615,20","6.551,07","163,02K","0,78%"
"22/12/2020","6.549,97","6.668,21","6.684,70","6.545,84","161,41K","-2,12%"
"21/12/2020","6.691,59","6.576,71","6.692,38","6.571,59","143,60K","1,80%"
"18/12/2020","6.573,40","6.604,03","6.625,97","6.564,18","133,70K","-0,37%"
"17/12/2020","6.597,86","6.530,66","6.599,11","6.460,63","135,78K","0,83%"
"16/12/2020","6.543,36","6.597,31","6.598,93","6.538,97","118,56K","-0,81%"
"15/12/2020","6.596,50","6.565,50","6.603,40","6.548,79","107,14K","0,30%"
"14/12/2020","6.576,82","6.493,65","6.578,41","6.459,92","116,49K","1,21%"
"11/12/2020","6.498,24","6.610,55","6.617,44","6.441,29","144,59K","-1,62%"
"10/12/2020","6.605,19","6.576,06","6.647,45","6.552,11","120,85K","0,04%"
"09/12/2020","6.602,52","6.734,12","6.736,17","6.602,52","140,75K","-1,96%"
"08/12/2020","6.734,37","6.735,23","6.753,70","6.720,60","119,56K","0,02%"
"07/12/2020","6.733,00","6.760,10","6.770,84","6.731,68","130,05K","-0,20%"
"04/12/2020","6.746,63","6.700,69","6.755,58","6.688,63","119,01K","0,52%"
"03/12/2020","6.711,84","6.726,26","6.736,42","6.679,52","137,20K","-0,35%"
"02/12/2020","6.735,71","6.712,89","6.741,54","6.699,75","149,38K","0,33%"
"01/12/2020","6.713,23","6.608,62","6.717,25","6.600,73","134,55K","1,37%"
"30/11/2020","6.622,36","6.642,15","6.674,26","6.591,69","130,81K","-0,29%"
"27/11/2020","6.641,77","6.639,60","6.644,35","6.578,72","119,06K","-0,02%"
"26/11/2020","6.643,18","6.678,14","6.693,87","6.597,77","124,95K","-0,73%"
"25/11/2020","6.691,87","6.816,23","6.817,76","6.691,87","151,67K","-1,71%"
"24/11/2020","6.808,00","6.798,83","6.827,47","6.785,25","143,46K","0,00%"
"23/11/2020","6.807,72","6.776,24","6.833,62","6.738,65","166,03K","0,62%"
"20/11/2020","6.766,06","6.713,65","6.770,06","6.701,49","133,17K","0,71%"
"19/11/2020","6.718,46","6.664,83","6.725,49","6.625,09","134,93K","0,54%"
"18/11/2020","6.682,12","6.673,60","6.723,61","6.653,65","134,45K","0,01%"
"17/11/2020","6.681,72","6.743,87","6.743,87","6.637,52","143,32K","-0,98%"
"16/11/2020","6.747,81","6.703,18","6.747,81","6.668,42","135,65K","0,92%"
"13/11/2020","6.686,39","6.663,22","6.700,20","6.621,50","109,35K","0,15%"
"12/11/2020","6.676,42","6.680,20","6.702,30","6.647,77","112,64K","0,19%"
"11/11/2020","6.663,73","6.761,35","6.771,53","6.659,28","130,93K","-1,71%"
"10/11/2020","6.779,49","6.854,70","6.854,77","6.747,74","146,37K","-1,06%"
"09/11/2020","6.851,98","6.723,43","6.873,44","6.723,43","167,67K","2,44%"
"06/11/2020","6.688,66","6.771,18","6.771,18","6.645,57","138,61K","-0,98%"
"05/11/2020","6.754,95","6.685,20","6.756,90","6.665,81","136,54K","1,84%"
"04/11/2020","6.632,68","6.652,58","6.658,58","6.585,80","113,03K","-0,22%"
"03/11/2020","6.647,57","6.538,28","6.647,57","6.518,66","125,34K","2,05%"
"02/11/2020","6.513,79","6.517,42","6.537,32","6.461,71","123,19K","0,04%"
"30/10/2020","6.511,16","6.685,59","6.694,52","6.502,12","136,55K","-2,45%"
"29/10/2020","6.674,74","6.592,89","6.698,72","6.573,70","116,18K","-0,16%"
"28/10/2020","6.685,43","6.680,44","6.700,47","6.589,77","115,35K","0,04%"
"27/10/2020","6.682,54","6.630,72","6.689,03","6.620,09","100,71K","0,51%"
"26/10/2020","6.648,52","6.620,19","6.674,57","6.545,79","98,66K","0,11%"
"23/10/2020","6.641,33","6.774,77","6.811,33","6.627,70","110,71K","-1,93%"
"22/10/2020","6.771,81","6.788,00","6.800,04","6.714,15","107,66K","-0,64%"
"21/10/2020","6.815,09","6.926,53","6.926,69","6.793,49","115,79K","-1,56%"
"20/10/2020","6.923,38","6.846,36","6.923,38","6.804,84","113,73K","0,95%"
"19/10/2020","6.858,36","6.943,80","6.947,95","6.843,00","120,09K","-0,70%"
"16/10/2020","6.906,39","6.924,81","6.942,63","6.846,17","116,39K","-0,30%"
"15/10/2020","6.926,85","6.991,74","6.992,29","6.924,19","129,56K","-0,88%"
"14/10/2020","6.988,61","7.036,87","7.036,87","6.975,19","138,34K","-0,93%"
"13/10/2020","7.053,87","7.023,44","7.059,24","6.989,67","145,59K","0,25%"
"12/10/2020","7.036,28","6.881,63","7.036,28","6.875,70","171,27K","3,14%"
"09/10/2020","6.822,36","6.737,53","6.828,98","6.727,39","126,97K","3,10%"
"30/09/2020","6.617,16","6.641,38","6.665,88","6.584,89","95,02K","-0,06%"
"29/09/2020","6.621,03","6.585,18","6.651,74","6.562,82","95,05K","1,08%"
"28/09/2020","6.550,37","6.649,18","6.660,18","6.550,00","96,26K","-1,27%"
"25/09/2020","6.634,39","6.703,62","6.717,24","6.604,67","103,41K","-0,61%"
"24/09/2020","6.675,15","6.814,01","6.814,01","6.675,06","131,27K","-2,74%"
"23/09/2020","6.862,97","6.839,47","6.881,48","6.805,13","118,54K","0,69%"
"22/09/2020","6.815,78","6.862,34","6.912,10","6.793,68","135,54K","-1,61%"
"21/09/2020","6.927,19","6.951,75","6.975,13","6.912,04","147,69K","-0,04%"
"18/09/2020","6.929,77","6.822,97","6.933,66","6.811,90","152,00K","1,53%"
"17/09/2020","6.825,15","6.800,35","6.876,01","6.746,22","138,96K","0,18%"
"16/09/2020","6.812,91","6.871,07","6.871,07","6.777,43","136,83K","-1,00%"
"15/09/2020","6.881,59","6.861,03","6.883,02","6.818,22","154,50K","0,49%"
"14/09/2020","6.848,36","6.781,70","6.871,05","6.762,24","171,07K","1,58%"
"11/09/2020","6.742,06","6.592,90","6.746,17","6.591,31","151,14K","1,63%"
"10/09/2020","6.633,89","6.921,46","6.938,08","6.615,56","215,06K","-3,54%"
"09/09/2020","6.877,60","7.023,30","7.034,49","6.871,77","258,72K","-3,17%"
"08/09/2020","7.103,09","7.070,68","7.108,65","6.981,57","210,91K","0,65%"
