Date;Close;Open;High;Low
03/10/2023;3230.08;3255.51;3262.15;3229.50
03/09/2023;3276.09;3285.94;3289.06;3260.00
03/08/2023;3283.25;3271.88;3283.25;3263.69
03/07/2023;3285.10;3320.21;3342.86;3284.41
03/06/2023;3322.03;3332.02;3333.06;3308.73
03/03/2023;3328.39;3314.77;3330.60;3302.62
03/02/2023;3310.65;3308.01;3320.74;3306.46
03/01/2023;3312.35;3279.14;3315.16;3272.04
02/28/2023;3279.61;3265.74;3280.42;3246.14
02/27/2023;3258.03;3257.00;3276.58;3251.72
02/24/2023;3267.16;3287.26;3288.39;3253.97
02/23/2023;3287.48;3293.52;3307.44;3275.36
02/22/2023;3291.15;3292.05;3307.03;3286.72
02/21/2023;3306.52;3291.63;3308.79;3282.44
02/20/2023;3290.34;3230.47;3291.04;3225.84
02/17/2023;3224.02;3244.73;3262.47;3223.26
02/16/2023;3249.03;3281.74;3308.83;3231.34
02/15/2023;3280.49;3294.01;3296.20;3274.55
02/14/2023;3293.28;3288.97;3293.73;3279.19
02/13/2023;3284.16;3256.99;3285.09;3252.63
02/10/2023;3260.67;3266.44;3269.99;3247.23
02/09/2023;3270.38;3227.73;3270.38;3225.77
02/08/2023;3232.11;3251.50;3257.11;3230.44
02/07/2023;3248.09;3245.23;3250.03;3233.83
02/06/2023;3238.70;3244.70;3250.35;3226.21
02/03/2023;3263.41;3275.66;3275.66;3235.35
02/02/2023;3285.67;3291.78;3295.76;3272.41
02/01/2023;3284.92;3262.20;3284.92;3245.41
01/31/2023;3255.67;3266.14;3277.25;3252.01
01/30/2023;3269.32;3308.87;3310.49;3266.76
01/20/2023;3264.81;3247.20;3267.06;3247.20
01/19/2023;3240.28;3221.52;3240.28;3210.38
01/18/2023;3224.41;3227.59;3234.82;3220.37
01/17/2023;3224.24;3229.44;3231.26;3211.76
01/16/2023;3227.59;3198.52;3251.37;3197.32
01/13/2023;3195.31;3170.35;3195.31;3167.51
01/12/2023;3163.45;3167.27;3171.59;3153.40
01/11/2023;3161.84;3172.38;3184.76;3160.89
01/10/2023;3169.51;3178.02;3178.16;3165.14
01/09/2023;3176.08;3169.37;3183.58;3165.43
01/06/2023;3157.64;3155.07;3170.74;3151.84
01/05/2023;3155.22;3132.76;3159.43;3130.23
01/04/2023;3123.52;3117.57;3129.09;3109.45
01/03/2023;3116.51;3087.51;3119.86;3073.05
12/30/2022;3089.26;3084.52;3096.31;3082.20
12/29/2022;3073.70;3076.73;3086.00;3064.46
12/28/2022;3087.40;3088.62;3098.65;3079.43
12/27/2022;3095.57;3077.75;3098.08;3074.31
12/26/2022;3065.56;3048.20;3071.84;3047.35
12/23/2022;3045.87;3038.84;3061.87;3031.54
12/22/2022;3054.43;3085.80;3096.24;3044.60
12/21/2022;3068.41;3078.33;3085.80;3060.55
12/20/2022;3073.77;3098.95;3100.75;3061.51
12/19/2022;3107.11;3165.31;3170.26;3096.10
12/16/2022;3167.86;3156.14;3175.35;3151.61
12/15/2022;3168.65;3177.20;3179.10;3158.45
12/14/2022;3176.53;3178.55;3189.83;3168.59
12/13/2022;3176.33;3179.44;3187.20;3171.48
12/12/2022;3179.04;3195.87;3196.72;3176.58
12/09/2022;3206.95;3197.12;3212.11;3182.91
12/08/2022;3197.35;3196.02;3206.72;3187.26
12/07/2022;3199.62;3204.94;3226.08;3188.67
12/06/2022;3212.53;3200.27;3224.82;3195.08
12/05/2022;3211.81;3181.92;3213.44;3177.06
12/02/2022;3156.14;3160.58;3170.90;3149.84
12/01/2022;3165.47;3187.99;3198.41;3164.53
11/30/2022;3151.34;3141.40;3158.57;3137.37
11/29/2022;3149.75;3096.11;3152.00;3096.11
11/28/2022;3078.55;3055.29;3080.18;3034.70
11/25/2022;3101.69;3085.46;3111.42;3077.97
11/24/2022;3089.31;3104.10;3113.24;3084.86
11/23/2022;3096.91;3084.74;3108.24;3075.32
11/22/2022;3088.94;3084.23;3118.12;3076.32
11/21/2022;3085.04;3078.06;3085.24;3056.17
11/18/2022;3097.24;3116.73;3126.71;3096.89
11/17/2022;3115.43;3110.96;3115.44;3087.17
11/16/2022;3119.98;3133.65;3145.75;3115.35
11/15/2022;3134.08;3081.14;3135.59;3074.50
11/14/2022;3083.40;3100.87;3121.41;3075.22
11/11/2022;3087.29;3099.65;3117.74;3070.30
11/10/2022;3036.13;3031.69;3047.98;3022.85
11/09/2022;3048.17;3064.46;3073.92;3046.19
11/08/2022;3064.49;3077.31;3078.28;3047.46
11/07/2022;3077.82;3062.86;3088.19;3054.46
11/04/2022;3070.80;2997.00;3081.59;2997.00
11/03/2022;2997.81;2981.20;3003.72;2977.72
11/02/2022;3003.37;2960.65;3019.05;2954.95
11/01/2022;2969.20;2899.50;2969.20;2896.76
10/31/2022;2893.48;2893.20;2926.01;2885.09
10/28/2022;2915.93;2967.02;2974.24;2908.98
10/27/2022;2982.90;3005.04;3017.26;2981.69
10/26/2022;2999.50;2977.56;3028.35;2977.56
10/25/2022;2976.28;2969.16;3001.72;2944.26
10/24/2022;2977.56;3034.75;3064.42;2965.17
10/21/2022;3038.93;3038.04;3055.42;3026.96
10/20/2022;3035.05;3029.30;3070.26;3013.69
10/19/2022;3044.38;3073.26;3081.39;3044.38
10/18/2022;3080.96;3094.93;3099.92;3074.22
10/17/2022;3084.94;3060.52;3087.19;3052.71
10/14/2022;3071.99;3035.03;3084.27;3035.03
10/13/2022;3016.36;3008.30;3036.25;3004.50
10/12/2022;3025.51;2976.72;3025.51;2934.09
10/11/2022;2979.79;2978.06;2986.91;2953.50
10/10/2022;2974.15;3026.94;3029.45;2968.28
09/30/2022;3024.39;3042.17;3054.61;3021.93
09/29/2022;3041.20;3067.47;3076.76;3026.08
09/28/2022;3045.07;3089.10;3089.10;3044.86
09/27/2022;3093.86;3056.39;3094.04;3048.36
09/26/2022;3051.23;3067.57;3102.65;3048.51
09/23/2022;3088.37;3106.81;3124.66;3072.24
09/22/2022;3108.91;3098.77;3125.68;3092.82
09/21/2022;3117.18;3116.01;3129.82;3091.30
09/20/2022;3122.41;3127.84;3140.03;3114.04
09/19/2022;3115.60;3122.75;3135.56;3101.22
09/16/2022;3126.40;3189.83;3191.83;3126.40
09/15/2022;3199.92;3248.97;3254.18;3174.39
09/14/2022;3237.54;3224.68;3250.80;3221.96
09/13/2022;3263.80;3272.05;3278.17;3259.66
09/09/2022;3262.05;3241.18;3266.20;3236.51
09/08/2022;3235.59;3245.56;3253.70;3233.80
09/07/2022;3246.29;3232.14;3253.77;3227.82
09/06/2022;3243.45;3207.93;3244.64;3203.82
09/05/2022;3199.91;3183.95;3199.91;3172.04
09/02/2022;3186.48;3189.64;3198.28;3173.79
09/01/2022;3184.98;3196.54;3214.56;3181.63
08/31/2022;3202.14;3216.53;3232.02;3184.39
08/30/2022;3227.22;3240.18;3243.75;3212.63
08/29/2022;3240.73;3203.10;3240.73;3199.00
08/26/2022;3236.22;3250.63;3266.27;3232.28
08/25/2022;3246.25;3223.46;3248.35;3199.12
08/24/2022;3215.20;3279.17;3281.88;3212.39
08/23/2022;3276.22;3274.43;3284.60;3262.63
08/22/2022;3277.79;3249.70;3278.17;3247.19
08/19/2022;3258.08;3275.62;3286.49;3258.06
08/18/2022;3277.54;3286.37;3289.14;3270.56
08/17/2022;3292.53;3282.10;3296.00;3263.35
08/16/2022;3277.88;3278.68;3295.02;3271.57
08/15/2022;3276.09;3268.37;3286.89;3261.82
08/12/2022;3276.89;3275.77;3288.22;3272.84
08/11/2022;3281.67;3243.47;3281.67;3237.90
08/10/2022;3230.02;3242.36;3253.17;3217.81
08/09/2022;3247.43;3235.74;3248.77;3227.54
08/08/2022;3236.93;3218.85;3237.97;3214.08
08/05/2022;3227.03;3195.23;3228.89;3184.45
08/04/2022;3189.04;3179.43;3191.00;3155.70
08/03/2022;3163.67;3188.89;3217.55;3159.46
08/02/2022;3186.27;3231.26;3231.26;3155.19
08/01/2022;3259.96;3246.62;3264.30;3225.55
07/29/2022;3253.24;3282.81;3294.80;3246.37
07/28/2022;3282.58;3287.50;3305.71;3277.11
07/27/2022;3275.76;3271.78;3282.57;3265.73
07/26/2022;3277.44;3254.19;3282.41;3246.04
07/25/2022;3250.39;3269.71;3273.18;3243.03
07/22/2022;3269.97;3276.20;3293.64;3246.73
07/21/2022;3272.00;3297.66;3300.53;3272.00
07/20/2022;3304.72;3291.55;3308.35;3287.74
07/19/2022;3279.43;3278.72;3283.93;3256.02
07/18/2022;3278.10;3235.09;3278.47;3226.23
07/15/2022;3228.06;3261.38;3288.92;3228.06
07/14/2022;3281.74;3277.45;3299.25;3261.49
07/13/2022;3284.29;3279.60;3297.02;3266.48
07/12/2022;3281.47;3307.22;3319.25;3277.08
07/11/2022;3313.58;3341.10;3341.10;3297.00
07/08/2022;3356.08;3380.37;3386.31;3354.12
07/07/2022;3364.40;3353.13;3375.86;3332.31
07/06/2022;3355.35;3391.03;3391.03;3333.10
07/05/2022;3404.03;3411.13;3424.84;3372.06
07/04/2022;3405.43;3381.82;3405.62;3364.09
07/01/2022;3387.64;3400.26;3404.05;3378.36
06/30/2022;3398.62;3358.93;3417.01;3358.93
06/29/2022;3361.52;3399.68;3414.65;3358.47
06/28/2022;3409.21;3377.68;3412.10;3358.87
06/27/2022;3379.19;3364.00;3393.31;3364.00
06/24/2022;3349.75;3324.74;3356.71;3322.95
06/23/2022;3320.15;3269.05;3320.15;3262.29
06/22/2022;3267.20;3309.12;3311.02;3266.54
06/21/2022;3306.72;3313.79;3329.39;3279.83
06/20/2022;3315.43;3315.78;3333.90;3292.93
06/17/2022;3316.79;3265.51;3323.28;3262.89
06/16/2022;3285.38;3306.84;3319.69;3277.53
06/15/2022;3305.41;3289.10;3358.55;3288.85
06/14/2022;3288.91;3224.21;3289.13;3195.82
06/13/2022;3255.55;3256.27;3272.99;3229.31
06/10/2022;3284.83;3214.18;3286.62;3210.81
06/09/2022;3238.95;3259.49;3270.56;3223.48
06/08/2022;3263.79;3245.02;3266.63;3216.01
06/07/2022;3241.76;3235.42;3253.09;3222.64
06/06/2022;3236.37;3196.96;3237.07;3181.65
06/02/2022;3195.46;3170.31;3197.28;3163.76
06/01/2022;3182.16;3179.69;3190.61;3160.04
05/31/2022;3186.43;3149.94;3188.60;3142.00
05/30/2022;3149.06;3141.96;3150.89;3123.15
05/27/2022;3130.24;3135.03;3151.05;3112.54
05/26/2022;3123.11;3111.48;3133.28;3079.48
05/25/2022;3107.46;3070.17;3107.63;3069.95
05/24/2022;3070.93;3149.06;3153.13;3070.93
05/23/2022;3146.86;3150.49;3150.51;3127.90
05/20/2022;3146.57;3107.09;3146.57;3107.09
05/19/2022;3096.96;3046.71;3096.96;3042.67
05/18/2022;3085.98;3095.89;3105.84;3071.30
05/17/2022;3093.70;3076.50;3093.70;3057.64
05/16/2022;3073.75;3100.55;3102.58;3063.40
05/13/2022;3084.28;3068.03;3086.10;3059.25
05/12/2022;3054.99;3044.80;3072.16;3032.95
05/11/2022;3058.70;3035.39;3100.90;3034.67
05/10/2022;3035.84;2965.78;3043.78;2957.40
05/09/2022;3004.14;2990.20;3015.94;2983.61
05/06/2022;3001.56;3011.32;3030.69;2992.72
05/05/2022;3067.76;3044.85;3082.23;3042.12
04/29/2022;3047.06;2986.06;3048.49;2968.33
04/28/2022;2975.48;2945.81;2991.51;2936.79
04/27/2022;2958.28;2866.82;2959.18;2863.65
04/26/2022;2886.43;2930.45;2957.68;2878.26
04/25/2022;2928.51;3034.27;3043.82;2928.51
04/22/2022;3086.92;3058.40;3105.66;3049.36
04/21/2022;3079.81;3138.43;3160.90;3069.68
04/20/2022;3151.05;3189.89;3191.83;3142.05
04/19/2022;3194.03;3192.09;3207.83;3174.71
04/18/2022;3195.52;3185.94;3204.03;3166.98
04/15/2022;3211.24;3210.70;3229.87;3200.13
04/14/2022;3225.64;3203.63;3240.00;3200.23
04/13/2022;3186.82;3199.80;3225.47;3183.53
04/12/2022;3213.33;3165.12;3214.54;3140.90
04/11/2022;3167.13;3239.85;3239.85;3156.51
04/08/2022;3251.85;3239.88;3257.09;3208.35
04/07/2022;3236.70;3267.81;3290.26;3236.48
04/06/2022;3283.43;3269.43;3288.11;3255.69
04/01/2022;3282.72;3234.67;3287.23;3226.30
03/31/2022;3252.20;3256.14;3272.04;3246.06
03/30/2022;3266.60;3217.59;3266.60;3216.30
03/29/2022;3203.94;3216.01;3229.18;3196.46
03/28/2022;3214.50;3185.17;3230.22;3159.83
03/25/2022;3212.24;3247.16;3257.11;3211.64
03/24/2022;3250.26;3256.06;3266.89;3236.66
03/23/2022;3271.03;3264.79;3279.89;3251.98
03/22/2022;3259.86;3249.54;3279.11;3239.53
03/21/2022;3253.69;3255.62;3267.50;3223.39
03/18/2022;3251.07;3207.15;3260.78;3197.36
03/17/2022;3215.04;3215.01;3260.17;3202.93
03/16/2022;3170.71;3107.67;3177.79;3023.30
03/15/2022;3063.97;3192.36;3196.92;3063.97
03/14/2022;3223.53;3271.89;3297.80;3223.53
03/11/2022;3309.75;3259.32;3315.66;3217.42
03/10/2022;3296.09;3312.18;3326.58;3291.24
03/09/2022;3256.39;3303.71;3321.48;3147.68
03/08/2022;3293.53;3372.55;3383.63;3287.34
03/07/2022;3372.86;3438.56;3438.56;3360.74
03/04/2022;3447.65;3459.98;3474.88;3437.70
03/03/2022;3481.11;3495.93;3500.29;3473.34
03/02/2022;3484.19;3478.29;3486.62;3467.00
03/01/2022;3488.83;3471.36;3491.13;3465.72
02/28/2022;3462.31;3450.32;3462.31;3425.52
02/25/2022;3451.41;3445.34;3480.18;3440.93
02/24/2022;3429.96;3474.37;3486.98;3400.21
02/23/2022;3489.15;3458.51;3490.76;3458.18
02/22/2022;3457.15;3473.29;3473.39;3437.67
02/21/2022;3490.61;3488.41;3492.20;3471.69
02/18/2022;3490.76;3451.63;3490.76;3447.03
02/17/2022;3468.04;3464.21;3480.97;3454.28
02/16/2022;3465.83;3457.07;3475.06;3453.80
02/15/2022;3446.09;3428.04;3447.49;3421.64
02/14/2022;3428.88;3451.85;3457.26;3415.45
02/11/2022;3462.95;3472.28;3500.15;3459.33
02/10/2022;3485.91;3481.91;3488.86;3464.22
02/09/2022;3479.95;3450.82;3484.74;3444.08
02/08/2022;3452.63;3428.54;3453.19;3390.46
02/07/2022;3429.58;3407.76;3434.03;3407.76
01/28/2022;3361.44;3407.59;3417.05;3356.56
01/27/2022;3394.25;3456.10;3456.36;3392.02
01/26/2022;3455.67;3442.69;3462.12;3417.76
01/25/2022;3433.06;3509.28;3519.83;3433.06
01/24/2022;3524.10;3508.24;3531.61;3500.14
01/21/2022;3522.57;3546.75;3547.00;3514.89
01/20/2022;3555.06;3556.23;3576.26;3540.55
01/19/2022;3558.18;3567.63;3578.73;3541.66
01/18/2022;3569.91;3541.89;3579.31;3531.33
01/17/2022;3541.67;3522.09;3546.09;3519.43
01/14/2022;3521.26;3544.07;3548.42;3519.32
01/13/2022;3555.26;3601.03;3601.07;3555.16
01/12/2022;3597.43;3578.16;3599.50;3572.10
01/11/2022;3567.44;3589.90;3602.15;3562.75
01/10/2022;3593.52;3572.74;3593.52;3555.13
01/07/2022;3579.54;3588.99;3607.23;3577.10
01/06/2022;3586.08;3581.22;3594.49;3559.88
01/05/2022;3595.18;3628.26;3628.26;3583.47
01/04/2022;3632.33;3649.15;3651.89;3610.09
12/31/2021;3639.78;3626.24;3642.84;3624.94
12/30/2021;3619.19;3596.49;3628.92;3595.50
12/29/2021;3597.00;3630.92;3630.92;3596.32
12/28/2021;3630.11;3619.64;3631.08;3607.36
12/27/2021;3615.97;3613.05;3632.19;3601.94
12/24/2021;3618.05;3645.39;3648.96;3612.07
12/23/2021;3643.34;3625.47;3643.55;3618.05
12/22/2021;3622.62;3632.68;3635.90;3616.55
12/21/2021;3625.13;3591.45;3627.09;3591.45
12/20/2021;3593.60;3620.04;3643.95;3589.36
12/17/2021;3632.36;3670.26;3673.65;3631.66
12/16/2021;3675.02;3648.93;3675.02;3644.66
12/15/2021;3647.63;3655.05;3668.40;3645.24
12/14/2021;3661.53;3669.81;3671.68;3654.66
12/13/2021;3681.08;3686.94;3708.94;3678.06
12/10/2021;3666.35;3654.37;3667.85;3651.35
12/09/2021;3673.04;3641.16;3688.40;3638.70
12/08/2021;3637.57;3602.82;3637.72;3591.99
12/07/2021;3595.09;3611.22;3614.22;3572.57
12/06/2021;3589.31;3615.24;3626.13;3586.81
12/03/2021;3607.43;3576.45;3608.47;3573.21
12/02/2021;3573.84;3573.25;3586.87;3567.14
12/01/2021;3576.89;3561.89;3576.89;3558.69
11/30/2021;3563.89;3570.75;3582.11;3546.36
11/29/2021;3562.70;3528.67;3563.68;3526.35
11/26/2021;3564.09;3576.11;3576.11;3554.88
11/25/2021;3584.18;3593.39;3597.15;3579.53
11/24/2021;3592.70;3590.02;3602.74;3575.29
11/23/2021;3589.09;3580.51;3598.38;3577.36
11/22/2021;3582.08;3562.76;3585.19;3562.75
11/19/2021;3560.37;3519.28;3561.91;3517.65
11/18/2021;3520.71;3531.49;3537.98;3513.11
11/17/2021;3537.37;3518.56;3537.51;3513.52
11/16/2021;3521.79;3530.46;3549.77;3517.81
11/15/2021;3533.30;3542.90;3550.44;3521.29
11/12/2021;3539.10;3534.15;3543.65;3527.39
11/11/2021;3532.79;3486.45;3534.20;3482.83
11/10/2021;3492.46;3498.94;3498.94;3448.44
11/09/2021;3507.00;3507.11;3514.95;3489.04
11/08/2021;3498.63;3491.97;3507.27;3484.24
11/05/2021;3491.57;3520.21;3525.87;3491.46
11/04/2021;3526.87;3505.89;3527.95;3503.01
11/03/2021;3498.54;3501.10;3512.61;3480.49
11/02/2021;3505.63;3543.38;3559.05;3477.66
11/01/2021;3544.48;3530.40;3556.59;3519.29
10/29/2021;3547.34;3519.33;3547.34;3502.80
10/28/2021;3518.42;3548.70;3552.04;3509.49
10/27/2021;3562.31;3589.86;3589.86;3553.13
10/26/2021;3597.64;3612.83;3625.02;3589.71
10/25/2021;3609.86;3574.26;3611.09;3564.21
10/22/2021;3582.60;3594.75;3607.58;3578.76
10/21/2021;3594.78;3590.05;3610.96;3576.35
10/20/2021;3587.00;3583.24;3596.05;3574.30
10/19/2021;3593.15;3562.30;3596.79;3560.62
10/18/2021;3568.14;3571.05;3571.05;3539.48
10/15/2021;3572.37;3551.99;3578.77;3542.69
10/14/2021;3558.28;3555.11;3569.69;3547.18
10/13/2021;3561.76;3543.49;3569.13;3515.65
10/12/2021;3546.94;3581.30;3583.64;3515.14
10/11/2021;3591.71;3600.36;3614.70;3586.75
10/08/2021;3592.17;3609.09;3612.55;3571.73
09/30/2021;3568.17;3541.93;3572.43;3541.93
09/29/2021;3536.29;3573.52;3573.52;3518.05
09/28/2021;3602.22;3577.89;3610.92;3568.82
09/27/2021;3582.83;3625.96;3640.81;3559.92
09/24/2021;3613.07;3637.87;3651.43;3607.79
09/23/2021;3642.22;3651.27;3670.95;3632.28
09/22/2021;3628.49;3563.21;3629.45;3560.50
09/17/2021;3613.97;3595.27;3620.96;3569.27
09/16/2021;3607.09;3664.84;3677.92;3606.73
09/15/2021;3656.22;3651.16;3677.53;3638.32
09/14/2021;3662.60;3709.63;3723.85;3655.63
09/13/2021;3715.37;3699.25;3716.83;3692.82
09/10/2021;3703.11;3691.19;3722.87;3681.64
09/09/2021;3693.13;3666.82;3693.45;3662.16
09/08/2021;3675.19;3673.40;3695.32;3661.00
09/07/2021;3676.59;3621.71;3681.93;3615.14
09/06/2021;3621.86;3580.14;3626.29;3580.14
09/03/2021;3581.73;3602.74;3613.95;3569.40
09/02/2021;3597.04;3559.90;3597.37;3557.68
09/01/2021;3567.10;3543.87;3582.32;3514.67
08/31/2021;3543.94;3519.02;3543.94;3496.39
08/30/2021;3528.15;3535.07;3539.49;3512.99
08/27/2021;3522.16;3494.42;3530.19;3493.38
08/26/2021;3501.66;3537.31;3537.32;3499.45
08/25/2021;3540.38;3517.92;3540.39;3510.07
08/24/2021;3514.47;3482.27;3522.70;3481.14
08/23/2021;3477.13;3436.80;3481.25;3436.67
08/20/2021;3427.33;3442.51;3453.15;3394.97
08/19/2021;3465.55;3475.30;3480.46;3446.01
08/18/2021;3485.29;3442.35;3487.44;3437.69
08/17/2021;3446.98;3512.11;3531.72;3438.12
08/16/2021;3517.34;3514.34;3537.85;3510.90
08/13/2021;3516.30;3514.47;3540.08;3500.80
08/12/2021;3524.74;3522.72;3538.40;3513.45
08/11/2021;3532.62;3527.11;3544.09;3524.04
08/10/2021;3529.93;3488.66;3529.93;3477.06
08/09/2021;3494.63;3441.75;3502.84;3438.70
08/06/2021;3458.23;3465.48;3466.39;3436.93
08/05/2021;3466.55;3461.72;3486.16;3449.39
08/04/2021;3477.22;3442.94;3477.60;3440.78
08/03/2021;3447.99;3446.78;3470.66;3435.46
08/02/2021;3464.29;3385.69;3464.29;3367.64
07/30/2021;3397.36;3398.20;3404.88;3370.45
07/29/2021;3411.72;3403.84;3416.61;3382.57
07/28/2021;3361.59;3355.82;3385.54;3312.72
07/27/2021;3381.18;3467.45;3483.87;3380.28
07/26/2021;3467.44;3538.01;3538.01;3424.74
07/23/2021;3550.40;3571.72;3571.85;3541.51
07/22/2021;3574.73;3563.66;3576.47;3558.29
07/21/2021;3562.66;3543.05;3569.09;3543.05
07/20/2021;3536.79;3515.07;3538.64;3509.19
07/19/2021;3539.12;3530.49;3544.88;3506.34
07/16/2021;3539.30;3559.53;3566.00;3537.73
07/15/2021;3564.59;3519.06;3565.93;3514.26
07/14/2021;3528.50;3560.83;3560.83;3525.49
07/13/2021;3566.52;3547.59;3567.48;3542.82
07/12/2021;3547.84;3545.20;3565.03;3527.39
07/09/2021;3524.09;3512.23;3529.31;3485.05
07/08/2021;3525.50;3557.22;3558.68;3521.06
07/07/2021;3553.72;3508.59;3557.88;3504.47
07/06/2021;3530.26;3533.13;3538.35;3496.93
07/05/2021;3534.32;3516.92;3534.32;3510.58
07/02/2021;3518.76;3569.89;3569.89;3514.34
07/01/2021;3588.78;3600.55;3607.70;3573.94
06/30/2021;3591.20;3572.62;3594.12;3569.50
06/29/2021;3573.18;3601.68;3601.83;3570.53
06/28/2021;3606.37;3612.25;3614.36;3594.22
06/25/2021;3607.56;3567.38;3614.30;3564.52
06/24/2021;3566.65;3568.58;3570.49;3548.82
06/23/2021;3566.22;3559.40;3577.47;3549.85
06/22/2021;3557.41;3539.79;3560.19;3536.81
06/21/2021;3529.18;3515.50;3540.30;3504.01
06/18/2021;3525.10;3520.50;3535.62;3503.18
06/17/2021;3525.60;3508.32;3534.20;3507.35
06/16/2021;3518.33;3556.71;3561.09;3513.56
06/15/2021;3556.56;3587.47;3592.95;3547.19
06/11/2021;3589.75;3614.11;3614.40;3587.15
06/10/2021;3610.86;3587.53;3624.34;3584.13
06/09/2021;3591.40;3576.80;3598.71;3572.64
06/08/2021;3580.11;3598.75;3621.52;3563.25
06/07/2021;3599.54;3597.14;3600.38;3581.90
06/04/2021;3591.84;3565.47;3618.80;3561.89
06/03/2021;3584.21;3595.42;3618.51;3584.21
06/02/2021;3597.14;3626.33;3629.29;3584.60
06/01/2021;3624.71;3608.60;3626.07;3581.91
05/31/2021;3615.48;3600.07;3615.66;3580.65
05/28/2021;3600.78;3610.77;3622.18;3582.36
05/27/2021;3608.85;3585.73;3626.36;3579.26
05/26/2021;3593.36;3586.84;3603.49;3585.37
05/25/2021;3581.34;3502.54;3584.58;3502.44
05/24/2021;3497.28;3486.27;3498.30;3469.87
05/21/2021;3486.56;3510.84;3518.38;3479.67
05/20/2021;3506.94;3500.88;3517.74;3486.07
05/19/2021;3510.96;3521.11;3521.11;3503.82
05/18/2021;3529.01;3520.65;3529.01;3510.86
05/17/2021;3517.62;3490.41;3530.51;3490.14
05/14/2021;3490.38;3436.09;3490.64;3422.56
05/13/2021;3429.54;3432.14;3448.02;3418.38
05/12/2021;3462.75;3429.75;3466.37;3428.39
05/11/2021;3441.85;3406.60;3448.10;3384.70
05/10/2021;3427.99;3423.59;3429.74;3401.93
05/07/2021;3418.87;3446.41;3457.89;3416.78
05/06/2021;3441.28;3446.07;3471.24;3426.85
04/30/2021;3446.86;3468.30;3469.09;3426.90
04/29/2021;3474.90;3458.08;3478.23;3447.59
04/28/2021;3457.07;3432.16;3457.07;3423.32
