Date,Open,High,Low,Close,Adj Close,Volume
2013-01-01,3702.659912,3793.260010,3680.610107,3732.600098,3732.600098,1980871800
2013-02-01,3734.659912,3787.530029,3600.810059,3723.000000,3723.000000,2200756000
2013-03-01,3712.419922,3871.580078,3661.209961,3731.419922,3731.419922,2213404200
2013-04-01,3729.820068,3886.449951,3584.379883,3856.750000,3856.750000,2379755800
2013-05-01,3828.620117,4072.239990,3819.040039,3948.590088,3948.590088,2003759600
2013-06-01,3929.679932,3979.530029,3575.169922,3738.909912,3738.909912,2029361000
2013-07-01,3761.570068,4007.229980,3668.770020,3992.689941,3992.689941,1988788500
2013-08-01,3996.810059,4123.890137,3933.780029,3933.780029,3933.780029,1822333500
2013-09-01,3974.790039,4228.000000,3927.629883,4143.439941,4143.439941,2015511700
2013-10-01,4151.919922,4309.919922,4105.669922,4299.890137,4299.890137,1995722200
2013-11-01,4302.029785,4356.279785,4211.819824,4295.209961,4295.209961,1705372600
2013-12-01,4294.649902,4309.310059,4051.250000,4295.950195,4295.950195,1680277200
2014-01-01,4307.399902,4351.209961,4098.709961,4165.720215,4165.720215,2514557600
2014-02-01,4160.279785,4420.939941,4080.600098,4408.080078,4408.080078,2385587900
2014-03-01,4338.790039,4432.500000,4183.000000,4391.500000,4391.500000,2678379900
2014-04-01,4408.740234,4504.140137,4319.279785,4487.390137,4487.390137,2347942300
2014-05-01,4473.830078,4536.830078,4400.910156,4519.569824,4519.569824,2306876000
2014-06-01,4523.899902,4598.649902,4407.180176,4422.839844,4422.839844,2310644500
2014-07-01,4438.770020,4490.720215,4238.270020,4246.140137,4246.140137,2411545200
2014-08-01,4236.350098,4401.520020,4109.310059,4381.040039,4381.040039,2224356200
2014-09-01,4383.620117,4509.580078,4334.009766,4416.240234,4416.240234,2216522900
2014-10-01,4400.609863,4427.759766,3789.110107,4233.089844,4233.089844,3826367200
2014-11-01,4225.810059,4403.549805,4118.500000,4390.180176,4390.180176,2411510200
2014-12-01,4354.189941,4427.740234,3926.340088,4272.750000,4272.750000,2472338800
2015-01-01,4294.049805,4679.259766,4076.159912,4604.250000,4604.250000,3027091300
2015-02-01,4613.310059,4951.479980,4584.370117,4951.479980,4951.479980,2528232100
2015-03-01,4937.430176,5106.040039,4856.140137,5033.640137,5033.640137,2829209800
2015-04-01,5009.629883,5283.709961,4987.259766,5046.490234,5046.490234,2894296400
2015-05-01,5060.500000,5193.770020,4874.899902,5007.890137,5007.890137,2352592200
2015-06-01,5029.049805,5095.040039,4712.970215,4790.200195,4790.200195,2863471300
2015-07-01,4849.430176,5184.740234,4601.899902,5082.609863,5082.609863,2629871400
2015-08-01,5076.799805,5217.799805,4230.490234,4652.950195,4652.950195,2579817300
2015-09-01,4586.330078,4733.049805,4278.569824,4455.290039,4455.290039,2796557600
2015-10-01,4518.029785,4947.020020,4386.100098,4897.660156,4897.660156,2759679000
2015-11-01,4848.859863,5011.649902,4751.029785,4957.600098,4957.600098,2405990100
2015-12-01,4960.379883,4975.709961,4472.649902,4637.060059,4637.060059,2661823600
2016-01-01,4582.049805,4586.109863,4084.679932,4417.020020,4417.020020,2674749200
2016-02-01,4418.140137,4422.609863,3892.459961,4353.549805,4353.549805,2936600000
2016-03-01,4343.930176,4580.970215,4323.180176,4385.060059,4385.060059,2623726800
2016-04-01,4331.279785,4607.689941,4229.120117,4428.959961,4428.959961,2379398400
2016-05-01,4455.759766,4536.629883,4245.169922,4505.620117,4505.620117,2082359700
2016-06-01,4502.839844,4507.220215,4007.969971,4237.479980,4237.479980,2909371000
2016-07-01,4261.089844,4474.669922,4062.070068,4439.810059,4439.810059,2078795600
2016-08-01,4469.990234,4528.000000,4293.339844,4438.220215,4438.220215,1711997500
2016-09-01,4448.029785,4569.620117,4310.879883,4448.259766,4448.259766,2122167200
2016-10-01,4447.540039,4579.279785,4370.649902,4509.259766,4509.259766,1953107300
2016-11-01,4532.339844,4606.660156,4344.879883,4578.339844,4578.339844,2424966100
2016-12-01,4571.200195,4864.290039,4490.149902,4862.310059,4862.310059,2072752000
2017-01-01,4845.959961,4929.600098,4748.899902,4748.899902,4748.899902,1924959300
2017-02-01,4786.850098,4932.350098,4733.819824,4858.580078,4858.580078,1914789200
2017-03-01,4897.479980,5122.509766,4897.479980,5122.509766,5122.509766,2192831200
2017-04-01,5130.180176,5296.520020,4980.410156,5267.330078,5267.330078,2038144900
2017-05-01,5284.879883,5442.100098,5238.509766,5283.629883,5283.629883,2288415800
2017-06-01,5290.839844,5372.970215,5117.229980,5120.680176,5120.680176,1959945700
2017-07-01,5151.189941,5259.470215,5092.140137,5093.770020,5093.770020,1642469600
2017-08-01,5116.899902,5231.649902,4995.069824,5085.589844,5085.589844,1553280600
2017-09-01,5117.189941,5329.810059,5050.089844,5329.810059,5329.810059,1828550900
2017-10-01,5332.919922,5513.529785,5326.660156,5503.290039,5503.290039,1579660900
2017-11-01,5524.379883,5536.399902,5267.220215,5372.790039,5372.790039,1745109700
2017-12-01,5374.129883,5429.029785,5299.060059,5312.560059,5312.560059,1443544600
2018-01-01,5318.740234,5567.029785,5258.660156,5481.930176,5481.930176,1704206200
2018-02-01,5510.589844,5529.399902,5051.209961,5320.490234,5320.490234,1907980900
2018-03-01,5304.810059,5315.770020,5038.120117,5167.299805,5167.299805,1942703700
2018-04-01,5144.629883,5521.439941,5094.689941,5520.500000,5520.500000,1541886100
2018-05-01,5511.459961,5657.439941,5381.379883,5398.399902,5398.399902,1845359900
2018-06-01,5440.419922,5560.620117,5246.410156,5323.529785,5323.529785,1879379700
2018-07-01,5264.399902,5529.029785,5242.640137,5511.299805,5511.299805,1735657900
2018-08-01,5520.330078,5539.410156,5287.180176,5406.850098,5406.850098,1536912100
2018-09-01,5400.700195,5546.799805,5226.310059,5493.490234,5493.490234,1734350200
2018-10-01,5494.930176,5519.939941,4896.799805,5093.439941,5093.439941,2255277300
2018-11-01,5076.549805,5168.109863,4894.299805,5003.919922,5003.919922,1852211300
2018-12-01,5112.580078,5115.129883,4555.990234,4730.689941,4730.689941,1797889100
2019-01-01,4642.180176,5016.279785,4606.200195,4992.720215,4992.720215,1758500300
2019-02-01,5004.649902,5248.500000,4946.140137,5240.529785,5240.529785,1689065900
2019-03-01,5267.140137,5443.100098,5211.759766,5350.529785,5350.529785,1759062500
2019-04-01,5394.500000,5601.379883,5376.180176,5586.410156,5586.410156,1552386000
2019-05-01,5568.200195,5573.160156,5160.910156,5207.629883,5207.629883,1891335300
2019-06-01,5171.609863,5582.240234,5152.299805,5538.970215,5538.970215,1676802200
2019-07-01,5584.129883,5672.770020,5496.770020,5518.899902,5518.899902,1533760900
2019-08-01,5500.910156,5563.649902,5170.770020,5480.479980,5480.479980,1755063200
2019-09-01,5483.430176,5696.250000,5441.180176,5677.790039,5677.790039,1726466100
2019-10-01,5696.200195,5778.240234,5393.490234,5729.859863,5729.859863,1890277500
2019-11-01,5749.479980,5966.790039,5739.700195,5905.169922,5905.169922,1583901400
